LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
26088.0,UNIVERSITY PARK,NM,88003,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-07,"Wells Fargo Bank, National Association",NM-02,36
26082.0,Albuquerque,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-05-04,WebBank,NM-01,33
26076.25,MESILLA PARK,NM,88047,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,N,1.0,2020-07-21,Citizens Bank of Las Cruces,NM-02,111
26075.6,LAS VEGAS,NM,87701,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-28,Southwest Capital Bank,NM-03,27
26071.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-03,32
26069.0,SANTA FE,NM,87505,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-13,"Sunflower Bank, National Association",NM-03,12
26068.0,ALBUQUERQUE,NM,87121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-18,"Wells Fargo Bank, National Association",NM-01,47
26066.0,GALLUP,NM,87301,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
26063.0,ALBUQUERQUE,NM,87120,Corporation,Unanswered,Male Owned,Non-Veteran,N,6.0,2020-05-03,"Bank of America, National Association",NM-01,32
26061.28,Albuquerque,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-05-03,Celtic Bank Corporation,NM-01,32
26056.0,LOS RANCHOS,NM,87107,Corporation,Unanswered,Male Owned,Non-Veteran,N,5.0,2020-05-02,"Bank of America, National Association",NM-01,31
26053.0,Albuquerque,NM,87103,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-30,Bank of the West,NM-01,29
26050.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Century Bank,NM-03,27
26045.0,ALBUQUERQUE,NM,87105,Professional Association,Unanswered,Female Owned,Unanswered,N,4.0,2020-04-14,Accion,NM-01,13
26042.0,ALBUQUERQUE,NM,87113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-07-27,Nusenda FCU,NM-01,117
26041.0,ALBUQUERQUE,NM,87109,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
26035.0,RUIDOSO,NM,88345,Trust,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,BBVA USA,NM-02,28
26035.0,GALLUP,NM,87301,Corporation,Unanswered,Unanswered,Unanswered,N,10.0,2020-05-03,"Bank of America, National Association",NM-03,32
26034.0,Carlsbad,NM,88220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,Cross River Bank,NM-02,29
26030.0,albuquerque,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-28,Accion,NM-01,27
26015.0,FARMINGTON,NM,87402,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-30,Cross River Bank,NM-03,29
26002.0,Albuquerque,NM,87110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-30,Accion,NM-01,29
26000.0,HOBBS,NM,88240,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-10,Lea County State Bank,NM-02,9
26000.0,ALAMOGORDO,NM,88310,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,5.0,2020-04-10,First National Bank,NM-02,9
26000.0,Albuquerque,NM,87110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,4.0,2020-06-24,Accion,NM-01,84
26000.0,Albuquerque,NM,87110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,4.0,2020-04-27,US Eagle FCU,NM-01,26
26000.0,ALBUQUERQUE,NM,87113,Corporation,Unanswered,Male Owned,Non-Veteran,N,4.0,2020-04-13,New Mexico Bank & Trust,NM-01,12
26000.0,PORTALES,NM,88130,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7.0,2020-04-27,James Polk Stone Community Bank,NM-03,26
26000.0,ALBUQUERQUE,NM,87102,Trust,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-30,New Mexico Bank & Trust,NM-01,29
26000.0,ALBUQUERQUE,NM,87113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,Mabrey Bank,NM-01,13
26000.0,Albuquerque,NM,87111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,5.0,2020-06-02,US Eagle FCU,NM-01,62
26000.0,FARMINGTON,NM,87401,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,The Citizens Bank,NM-03,13
26000.0,Silver City,NM,88061,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,N,5.0,2020-04-14,"Readycap Lending, LLC",NM-02,13
26000.0,Portales,NM,88130,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,12.0,2020-04-14,"Readycap Lending, LLC",NM-03,13
26000.0,ALBUQUERQUE,NM,87123,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
26000.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-04-28,The Citizens Bank,NM-03,27
26000.0,CORRALES,NM,87048,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-20,"BOKF, National Association",NM-03,49
25995.0,LAS CRUCES,NM,88007,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Bank of America, National Association",NM-02,32
25995.0,Albuquerque,NM,87109,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-20,Bank of the West,NM-01,49
25992.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,6.0,2020-05-03,"Bank of America, National Association",NM-01,32
25982.0,Albuquerque,NM,87123,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Bank of the West,NM-01,28
25981.75,GRANTS,NM,87020,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-28,"TBK Bank, SSB",NM-02,27
25970.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-06-12,Nusenda FCU,NM-01,72
25961.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-06-29,"Wells Fargo Bank, National Association",NM-03,89
25944.41,FARMINGTON,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-06-12,Four Corners Community Bank,NM-03,72
25937.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-15,Bank of Colorado,NM-03,14
25918.0,SANTA FE,NM,87505,Corporation,Unanswered,Male Owned,Non-Veteran,N,19.0,2020-05-03,"Bank of America, National Association",NM-03,32
25900.0,SANTA FE,NM,87505,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-27,Enterprise Bank & Trust,NM-03,56
25900.0,LAS CRUCES,NM,88005,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-13,First American Bank,NM-02,12
25900.0,ALBUQUERQUE,NM,87110,Corporation,White,Male Owned,Non-Veteran,N,5.0,2020-04-27,Arizona FCU,NM-01,26
25900.0,TAOS,NM,87571,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-14,"Community Banks of Colorado, A Division of",NM-03,13
25900.0,LOS LUNAS,NM,87031,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-04-08,"BOKF, National Association",NM-02,7
25900.0,ALAMOGORDO,NM,88310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-08,First Savings Bank,NM-02,7
25900.0,ROSWELL,NM,88201,Subchapter S Corporation,White,Male Owned,Unanswered,N,2.0,2020-04-15,First American Bank,NM-02,14
25900.0,LAS CRUCES,NM,88011,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-15,First American Bank,NM-02,14
25880.0,SOCORRO,NM,87801,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,"U.S. Bank, National Association",NM-02,32
25875.0,PORTALES,NM,88130,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-20,"U.S. Bank, National Association",NM-03,49
25872.0,MCALISTER,NM,88427,Partnership,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-11,Citizens Bank,NM-03,40
25869.0,Santa Rosa,NM,88435,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-01,Bank of the West,NM-02,30
25866.0,ARTESIA,NM,88210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,1.0,2020-07-27,"Western Bank, Artesia, New Mexico",NM-02,117
25851.0,LAS CRUCES,NM,88004,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
25846.1,GALLUP,NM,87301,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-12,"Washington Federal Bank, National Association",NM-03,11
25832.0,ROSWELL,NM,88201,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Commercial Bank and Trust Company,NM-02,27
25826.0,ALBUQUERQUE,NM,87112,Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"Bank of America, National Association",NM-01,32
25820.0,ALBUQUERQUE,NM,87112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-01,32
25819.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,25.0,2020-05-03,"Bank of America, National Association",NM-01,32
25810.0,ALBUQUERQUE,NM,87122,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
25802.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,Accion,NM-01,13
25801.0,TINNIE,NM,88351,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,0.0,2020-04-30,"Wells Fargo Bank, National Association",NM-02,29
25800.0,ARREY,NM,87930,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,N,6.0,2020-04-10,Bank of the Southwest,NM-02,9
25800.0,HOBBS,NM,88240,Corporation,White,Male Owned,Non-Veteran,N,2.0,2020-04-10,Lea County State Bank,NM-02,9
25800.0,RUIDOSO,NM,88345,Sole Proprietorship,Unanswered,Female Owned,Unanswered,N,6.0,2020-04-04,First Savings Bank,NM-02,3
25800.0,CHAPARRAL,NM,88081,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-27,First National Bank Texas,NM-02,26
25800.0,LOVINGTON,NM,88260,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10.0,2020-04-27,Western Commerce Bank,NM-02,26
25800.0,Albuquerque,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-28,"BOKF, National Association",NM-01,27
25800.0,DEMING,NM,88030,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,N,14.0,2020-04-07,Western Commerce Bank,NM-02,6
25794.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,1.0,2020-04-15,Western Heritage Bank,NM-02,14
25771.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-15,Accion,NM-03,14
25761.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,"Wells Fargo Bank, National Association",NM-01,28
25759.0,RATON,NM,87740,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-25,InBank,NM-03,85
25755.42,Chama,NM,87520,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-19,"Washington Federal Bank, National Association",NM-03,48
25755.0,Santa Fe,NM,87505,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,2020-05-06,Clearinghouse CDFI PPP,NM-03,35
25750.0,ALBUQUERQUE,NM,87104,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-15,BBVA USA,NM-01,14
25747.5,SANTA FE,NM,87507,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-04,State Empl CU,NM-03,33
25737.0,MESILLA PARK,NM,88047,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,1.0,2020-05-04,Citizens Bank of Las Cruces,NM-02,33
25732.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,3.0,2020-04-10,Century Bank,NM-02,9
25732.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-28,Intuit Financing Inc.,NM-03,27
25727.0,Albuquerque,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,Bank of the West,NM-01,29
25727.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-02,"Wells Fargo Bank, National Association",NM-02,31
25725.0,Albuquerque,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-04-16,Cross River Bank,NM-01,15
25720.0,CLOVIS,NM,88101,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-06-03,"U.S. Bank, National Association",NM-03,63
25712.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
25700.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,5.0,2020-04-28,New Mexico Bank & Trust,NM-01,27
25700.0,LAS VEGAS,NM,87701,Partnership,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-10,Southwest Capital Bank,NM-03,9
25700.0,SANTA FE,NM,87507,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-12,Enterprise Bank & Trust,NM-03,11
25700.0,HATCH,NM,87937,Limited Liability Partnership,White,Male Owned,Non-Veteran,N,7.0,2020-04-03,First Savings Bank,NM-02,2
25700.0,ESPANOLA,NM,87532,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
25700.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-05,Four Corners Community Bank,NM-03,4
25700.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,5.0,2020-04-06,The Citizens Bank,NM-03,5
25700.0,Angel Fire,NM,87710,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-13,Accion,NM-03,42
25700.0,TAOS,NM,87571,Non-Profit Organization,White,Female Owned,Unanswered,Y,7.0,2020-04-28,Centinel Bank of Taos,NM-03,27
25700.0,LOVINGTON,NM,88260,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-15,Western Commerce Bank,NM-02,14
25695.0,BOSQUE FARMS,NM,87068,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,N,10.0,2020-08-07,Rio Grande CU,NM-02,128
25677.3,Albuquerque,NM,87107,Independent Contractors,Unanswered,Female Owned,Unanswered,N,1.0,2020-04-28,Sandia Laboratory FCU,NM-01,27
25675.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,6.0,2020-04-15,Cross River Bank,NM-01,14
25662.5,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,3.0,2020-08-01,Rio Grande CU,NM-01,122
25660.0,Albuquerque,NM,87107,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,6.0,2020-05-01,Bank of the West,NM-01,30
25655.0,Tijeras,NM,87059,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-30,Bank of the West,NM-01,29
25653.0,LAS CRUCES,NM,88005,Corporation,Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-15,"Sunflower Bank, National Association",NM-02,14
25650.0,ALBUQUERQUE,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-06-29,Nusenda FCU,NM-01,89
25640.21,Albuquerque,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-05-07,"Washington Federal Bank, National Association",NM-01,36
25625.0,ALBUQUERQUE,NM,87109,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-27,Nusenda FCU,NM-01,26
25616.67,SILVER CITY,NM,88061,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-08-06,First New Mexico Bank of Silver City,NM-02,127
25612.5,AZTEC,NM,87410,Corporation,Unanswered,Male Owned,Unanswered,N,7.0,2020-04-09,Four Corners Community Bank,NM-03,8
25611.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-06-17,"Wells Fargo Bank, National Association",NM-01,77
25609.0,SANTA FE,NM,87505,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
25600.0,PORTALES,NM,88130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-16,New Mexico Bank & Trust,NM-03,15
25600.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-10,"Zions Bank, A Division of",NM-03,9
25600.0,Rio Rancho,NM,87124,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-27,"Blue Ridge Bank, National Association",NM-03,26
25600.0,ROSWELL,NM,88201,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,N,9.0,2020-04-06,Western Commerce Bank,NM-02,5
25600.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,6.0,2020-05-15,"BOKF, National Association",NM-01,44
25600.0,RUIDOSO,NM,88345,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,5.0,2020-04-09,City Bank,NM-02,8
25600.0,ALBUQUERQUE,NM,87110,Partnership,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-15,First American Bank,NM-01,14
25585.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,6.0,2020-05-05,"Bank of America, National Association",NM-01,34
25585.0,LAS CRUCES,NM,88001,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-29,"U.S. Bank, National Association",NM-02,28
25582.38,ALBUQUERQUE,NM,87120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5.0,2020-04-09,Southwest Capital Bank,NM-01,8
25582.0,ALBUQUERQUE,NM,87109,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
25577.0,RIO RANCHO,NM,87144,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,1.0,2020-04-27,Main Bank,NM-03,26
25576.9,Albuquerque,NM,87104,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-01,Celtic Bank Corporation,NM-01,30
25570.0,ALBUQUERQUE,NM,87110,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-13,Bank of the West,NM-01,12
25569.0,ALBUQUERQUE,NM,87112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,10.0,2020-06-22,"Bank of America, National Association",NM-01,82
25569.0,albuquerque,NM,87109,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-30,Bank of the West,NM-01,29
25566.88,Rio Rancho,NM,87124,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-01,"Washington Federal Bank, National Association",NM-03,30
25562.0,ALBUQUERQUE,NM,87110,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-05-03,"Bank of America, National Association",NM-01,32
25544.33,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-13,Celtic Bank Corporation,NM-03,42
25538.0,LAS CRUCES,NM,88011,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,9.0,2020-05-09,FirstLight FCU,NM-02,38
25535.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-12,"Sunflower Bank, National Association",NM-03,11
25535.0,Albuquerque,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-06-18,Cross River Bank,NM-01,78
25527.0,FAIRACRES,NM,88033,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-10,Citizens Bank of Las Cruces,NM-02,9
25500.0,ALBUQUERQUE,NM,87113,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,2020-04-28,New Mexico Bank & Trust,NM-01,27
25500.0,FARMINGTON,NM,87401,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,4.0,2020-04-15,"Zions Bank, A Division of",NM-03,14
25500.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,N,0.0,2020-04-29,BBVA USA,NM-01,28
25500.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,5.0,2020-04-11,Bank of the Southwest,NM-02,10
25500.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-05-27,Four Corners Community Bank,NM-03,56
25500.0,FARMINGTON,NM,87402,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-04-07,Four Corners Community Bank,NM-03,6
25500.0,ALBUQUERQUE,NM,87112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,New Mexico Bank & Trust,NM-01,13
25500.0,LAS CRUCES,NM,88011,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-01,First American Bank,NM-02,30
25500.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Male Owned,Non-Veteran,N,15.0,2020-04-15,Nusenda FCU,NM-01,14
25500.0,SANTA FE,NM,87505,Corporation,Unanswered,Male Owned,Non-Veteran,N,14.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
25500.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-06-08,New Mexico Bank & Trust,NM-01,68
25495.0,Albuquerque,NM,87120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-05,Cross River Bank,NM-01,34
25495.0,ALBUQUERQUE,NM,87109,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,26.0,2020-04-27,Main Bank,NM-01,26
25495.0,ALBUQUERQUE,NM,87123,Corporation,Asian,Male Owned,Non-Veteran,N,11.0,2020-04-15,United Business Bank,NM-01,14
25494.0,TUCUMCARI,NM,88401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-02,"Wells Fargo Bank, National Association",NM-03,31
25480.5,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,5.0,2020-04-30,FirstLight FCU,NM-02,29
25470.0,LAS CRUCES,NM,88011,Sole Proprietorship,Unanswered,Female Owned,Unanswered,N,1.0,2020-04-13,First New Mexico Bank Las Cruces,NM-02,12
25465.0,ANTHONY,NM,88021,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,6.0,2020-05-01,"Bank of America, National Association",NM-02,30
